ClusterID,ClusterName,Organism,subunits(UniProt IDs),subunits(Entrez IDs),subunits(Protein name),subunits(Gene name),Complex comment,subunits(Gene name syn)
5375,EGR-EP300 complex,Human,P18146;Q09472,1958;2033,Early growth response protein 1 ;Histone acetyltransferase p300,EGR1;EP300,The results show that the interactions between p300/CBP and Egr1 can lead to complex feedback loops and to inhibition of Egr1 activities under specific conditions.,KROX24 ZNF225;P300
5376,Rock1-Pfn2 complex,Rat,Q63644;Q9EPC6,81762;81531,Rho-associated protein kinase 1 ;Profilin-2,Rock1;Pfn2,None,;
5378,"TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)",Human,P56537;P62424;Q15633;Q9HCE1;Q9UKV8;Q9UPY3,3692;6130;6895;4343;27161;23405,Eukaryotic translation initiation factor 6 ;60S ribosomal protein L7a ;RISC-loading complex subunit TARBP2 ;Putative helicase MOV-10 ;Protein argonaute-2 ;Endoribonuclease Dicer,EIF6;RPL7A;TARBP2;MOV10;AGO2;DICER1,The authors show that depletion of eIF6 in human cells specifically abrogates miRNA-mediated regulation of target protein and mRNA levels.,EIF3A ITGB4BP;SURF-3 SURF3;TRBP;KIAA1631;EIF2C2;DICER HERNA KIAA0928
5379,Kcna2-Kcnab2 complex,Rat,P62483;P63142,29738;25468,Voltage-gated potassium channel subunit beta-2 ;Potassium voltage-gated channel subfamily A member 2,Kcnab2;Kcna2,None,Ckbeta2 Kcnb3;
5380,"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",Human,P05386;P05387;P18077;P18124;P26373;P30050;P46778;P46779;P49207;P50914;P56537;P61313;P61353;P61513;P62424;P62888;P62906;P62910;P62913;P84098;Q02543;Q9HCE1;Q9UHA3;Q9UPY3;Q9Y3U8,6176;6181;6165;6129;6137;6136;6144;6158;6164;9045;3692;6138;6155;6168;6130;6156;4736;6161;6135;6143;6142;4343;51187;23405;25873,60S acidic ribosomal protein P1;60S acidic ribosomal protein P2 ;60S ribosomal protein L35a ;60S ribosomal protein L7;60S ribosomal protein L13 ;60S ribosomal protein L12;60S ribosomal protein L21;60S ribosomal protein L28;60S ribosomal protein L34;60S ribosomal protein L14 ;Eukaryotic translation initiation factor 6 ;60S ribosomal protein L15;60S ribosomal protein L27;60S ribosomal protein L37a;60S ribosomal protein L7a ;60S ribosomal protein L30;60S ribosomal protein L10a ;60S ribosomal protein L32;60S ribosomal protein L11 ;60S ribosomal protein L19;60S ribosomal protein L18a;Putative helicase MOV-10 ;Probable ribosome biogenesis protein RLP24 ;Endoribonuclease Dicer ;60S ribosomal protein L36,RPLP1;RPLP2;RPL35A;RPL7;RPL13;RPL12;RPL21;RPL28;RPL34;RPL14;EIF6;RPL15;RPL27;RPL37A;RPL7A;RPL30;RPL10A;RPL32;RPL11;RPL19;RPL18A;MOV10;RSL24D1;DICER1;RPL36,"In mass spectrometric sequencing analyses the authors showed that in addition to RISC subunits they obtained protein sequences corresponding to nearly all subunits of the large (60S) ribosomal particle. The ability of eIF6 to inhibit joining of the 60S and 40S subunits of the ribosome and, thus, to prevent formation of a translationally competent complex, raises the possibility that eIF6 may repress translation by blocking initiation or ribosome recycling.",RRP1;D11S2243E RPP2;;;BBC1;;;;;;EIF3A ITGB4BP;EC45;;;SURF-3 SURF3;;NEDD6;;;;;KIAA1631;C15orf15 RPL24L;DICER HERNA KIAA0928;
5381,"RNA-induced silencing complex, RISC",Human,Q15633;Q9UKV8;Q9UPY3,6895;27161;23405,RISC-loading complex subunit TARBP2 ;Protein argonaute-2 ;Endoribonuclease Dicer,TARBP2;AGO2;DICER1,The authors demonstrated that this complex can cleave target RNA using precursor microRNA (pre-miRNA) hairpin as the source of siRNA.,TRBP;EIF2C2;DICER HERNA KIAA0928
5382,ARNT-HIF1A complex,Human,P27540;Q16665,405;3091,Aryl hydrocarbon receptor nuclear translocator ;Hypoxia-inducible factor 1-alpha,ARNT;HIF1A,None,BHLHE2;BHLHE78 MOP1 PASD8
5383,TRIB3-DDIT3 complex,Human,P35638;Q96RU7,1649;57761,DNA damage-inducible transcript 3 protein ;Tribbles homolog 3,DDIT3;TRIB3,None,CHOP CHOP10 GADD153;C20orf97 NIPK SKIP3 TRB3
5384,RAG1-RAG2 tetramer complex,Human,P15918;P55895,5896;5897,V;V,RAG1;RAG2,None,RNF74;
5385,GAIT complex,Human,O60506;P04406;P07814;P40429,10492;2597;2058;23521,Heterogeneous nuclear ribonucleoprotein Q ;Glyceraldehyde-3-phosphate dehydrogenase ;Bifunctional glutamate/proline--tRNA ligase ;60S ribosomal protein L13a,SYNCRIP;GAPDH;EPRS;RPL13A,None,HNRPQ NSAP1;GAPD;GLNS PARS QARS QPRS;
5386,MLL1-WDR5 complex,Human,O00268;O43451;O75461;P21675;P34932;P49848;P51610;P61964;Q03164;Q15291;Q15545;Q16594;Q6PI98;Q7Z3B3;Q8IXM2;Q8IZL8;Q8WWY3;Q96EZ8;Q99496;Q9BVI0;Q9H4L4;Q9H7Z6;Q9HCK8;Q9NXF1;Q9UBL3;Q9Y265;Q9Y4W2,6874;8972;1876;6872;3308;6878;3054;11091;4297;5929;6879;6880;125476;284058;124944;27043;26121;10445;6045;51230;26168;84148;57680;54881;9070;8607;81887,"Transcription initiation factor TFIID subunit 4 ;Maltase-glucoamylase, intestinal [Includes: Maltase ;Transcription factor E2F6 ;Transcription initiation factor TFIID subunit 1 ;Heat shock 70 kDa protein 4 ;Transcription initiation factor TFIID subunit 6 ;Host cell factor 1 ;WD repeat-containing protein 5 ;Histone-lysine N-methyltransferase 2A ;Retinoblastoma-binding protein 5 ;Transcription initiation factor TFIID subunit 7 ;Transcription initiation factor TFIID subunit 9 ;INO80 complex subunit C ;KAT8 regulatory NSL complex subunit 1 ;Chromatin complexes subunit BAP18 ;Proline-, glutamic acid- and leucine-rich protein 1 ;U4/U6 small nuclear ribonucleoprotein Prp31 ;Microspherule protein 1 ;E3 ubiquitin-protein ligase RING2 ;PHD finger protein 20 ;Sentrin-specific protease 3 ;Histone acetyltransferase KAT8 ;Chromodomain-helicase-DNA-binding protein 8 ;Testis-expressed sequence 10 protein;Set1/Ash2 histone methyltransferase complex subunit ASH2 ;RuvB-like 1 ;Ribosomal biogenesis protein LAS1L",TAF4;MGAM;E2F6;TAF1;HSPA4;TAF6;HCFC1;WDR5;KMT2A;RBBP5;TAF7;TAF9;INO80C;KANSL1;BAP18;PELP1;PRPF31;MCRS1;RNF2;PHF20;SENP3;KAT8;CHD8;TEX10;ASH2L;RUVBL1;LAS1L,"The MLL1-WDR5 complex has a robust MLL1-mediated histone methyltransferase activity that can effect mono-, di-, and trimethylation of H3 K4 and a MOF-mediated histone acetyltransferase activity that is specific for H4 K16. Both activities are required for optimal transcription activation on a chromatin template in vitro and on an endogenous MLL1 target gene, Hox a9, in vivo.",TAF2C TAF2C1 TAF4A TAFII130 TAFII135;MGA MGAML;;BA2R CCG1 CCGS TAF2A;APG2;TAF2E TAFII70;HCF1 HFC1;BIG3;ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1;RBQ3;TAF2F TAFII55;TAF2G TAFII31;C18orf37;CENP-36 KIAA1267 MSL1V1 NSL1;C17orf49;HMX3 MNAR;PRP31;INO80Q MSP58;BAP1 DING HIPI3 RING1B;C20orf104 GLEA2 HCA58 NZF TZP;SSP3 SUSP3;MOF MYST1;HELSNF1 KIAA1564;;ASH2L1;INO80H NMP238 TIP49 TIP49A;
5388,SERPINA1-ELA2 complex,Human,P01009;P08246,5265;1991,Alpha-1-antitrypsin ;Neutrophil elastase,SERPINA1;ELANE,None,AAT PI;ELA2
5389,SERPINA3-CTSG complex,Human,P01011;P08311,12;1511,Alpha-1-antichymotrypsin ;Cathepsin G,SERPINA3;CTSG,None,AACT;
5391,SERPINA1-CTSG complex,Human,P01009;P08311,5265;1511,Alpha-1-antitrypsin ;Cathepsin G,SERPINA1;CTSG,None,AAT PI;
5400,BRCC complex,Human,P38398;P46736;P51587;Q06609;Q9NXR7,672;79184;675;5888;9577,Breast cancer type 1 susceptibility protein ;Lys-63-specific deubiquitinase BRCC36 ;Breast cancer type 2 susceptibility protein ;DNA repair protein RAD51 homolog 1 ;BRCA1-A complex subunit BRE,BRCA1;BRCC3;BRCA2;RAD51;BRE,"BRCC may not play a direct role in DNA repair, but through its E3 ubiquitin ligase activity BRCC can regulate factors involved in DNA repair. BRE and BRCC36 are regulatory subunits modulating the ligase activity of the BRCC complex.",RNF53;BRCC36 C6.1A CXorf53;FACD FANCD1;RAD51A RECA;BRCC45
5401,PLEKHM2-KIF5B complex,Human,P33176;Q8IWE5,3799;23207,Kinesin-1 heavy chain ;Pleckstrin homology domain-containing family M member 2,KIF5B;PLEKHM2,"During Salmonella typhimurium infection SKIP acts as an essential mediator of SifA (a S. thyphimurium protein, required for the formation of Salmonella-induced filaments). A dynamic process of kinesin recruitment in Salmonella-infected cells is mediated by the secretion of unidentified SPI-2 TTSS effectors and is down-regulated by the SifA-mediated recruitment of SKIP on membranes. The authors suggest that S. typhimurium is able to fine-tune the SCV-associated kinesin motor activity by regulating the secretion of its own effector proteins.",KNS KNS1;KIAA0842 SKIP
5402,Cdk5-Cdk5r1-Pctk1 complex,Mouse,P49615;P61809;Q04735,12568;12569;18555,Cyclin-dependent-like kinase 5 ;Cyclin-dependent kinase 5 activator 1 ;Cyclin-dependent kinase 16,Cdk5;Cdk5r1;Cdk16,"The authors show that Pctaire1 can be phosphorylated by the Cdk5/p25 complex, and serine 95 is the major phosphorylation site. In brain and muscle of Cdk5 None mice, Pctaire1 activity is significantly reduced.",Cdkn5 Crk6;Cdk5r Nck5a;Crk5 Pctaire1 Pctk1
5404,Myod1-Tcf3 complex,Mouse,P10085;P15806,17927;21423,Myoblast determination protein 1;Transcription factor E2-alpha,Myod1;Tcf3,None,Myod;Alf2 Me2 Tcfe2a
5405,Myod1 homodimer complex,Mouse,P10085,17927,Myoblast determination protein 1,Myod1,None,Myod
5407,NGF-TrkA complex,Human,P01138;P04629,4803;4914,Beta-nerve growth factor ;High affinity nerve growth factor receptor,NGF;NTRK1,None,NGFB;MTC TRK TRKA
5408,Neurotrophin-3-p75 complex,Human,P08138;P20783,4804;4908,Tumor necrosis factor receptor superfamily member 16 ;Neurotrophin-3,NGFR;NTF3,None,TNFRSF16;
5409,TIAM1-GRIN1 complex,Human,Q05586;Q13009,2902;7074,"Glutamate receptor ionotropic, NMDA 1 ;T-lymphoma invasion and metastasis-inducing protein 1",GRIN1;TIAM1,None,NMDAR1;
5411,EDG1-HTR1D complex,Human,P21453;P28221,1901;3352,Sphingosine 1-phosphate receptor 1 ;5-hydroxytryptamine receptor 1D,S1PR1;HTR1D,None,CHEDG1 EDG1;HTR1DA HTRL
5412,HTR1D  homodimer complex,Human,P28221,3352,5-hydroxytryptamine receptor 1D,HTR1D,None,HTR1DA HTRL
5414,HTR1A-HTR1D complex,Human,P08908;P28221,3350;3352,5-hydroxytryptamine receptor 1A ;5-hydroxytryptamine receptor 1D,HTR1A;HTR1D,None,ADRB2RL1 ADRBRL1;HTR1DA HTRL
5415,HTR1B homodimer complex,Human,P28222,3351,5-hydroxytryptamine receptor 1B,HTR1B,None,HTR1DB
5416,HTR1A-HTR1B complex,Human,P08908;P28222,3350;3351,5-hydroxytryptamine receptor 1A ;5-hydroxytryptamine receptor 1B,HTR1A;HTR1B,None,ADRB2RL1 ADRBRL1;HTR1DB
5417,HTR1D-HTR1B complex,Human,P28221;P28222,3352;3351,5-hydroxytryptamine receptor 1D ;5-hydroxytryptamine receptor 1B,HTR1D;HTR1B,None,HTR1DA HTRL;HTR1DB
5418,GABBR2-HTR1A complex,Human,O75899;P08908,9568;3350,Gamma-aminobutyric acid type B receptor subunit 2 ;5-hydroxytryptamine receptor 1A,GABBR2;HTR1A,None,GPR51 GPRC3B;ADRB2RL1 ADRBRL1
5419,HTR1A-GPR26 complex,Human,P08908;Q8NDV2,3350;2849,5-hydroxytryptamine receptor 1A ;G-protein coupled receptor 26,HTR1A;GPR26,None,ADRB2RL1 ADRBRL1;
5420,HTR1A-EDG3 complex,Human,P08908;Q99500,3350;1903,5-hydroxytryptamine receptor 1A ;Sphingosine 1-phosphate receptor 3,HTR1A;S1PR3,None,ADRB2RL1 ADRBRL1;EDG3
5421,HTR1A homodimer complex,Human,P08908,3350,5-hydroxytryptamine receptor 1A,HTR1A,None,ADRB2RL1 ADRBRL1
5422,HTR1A-EDG1 complex,Human,P08908;P21453,3350;1901,5-hydroxytryptamine receptor 1A ;Sphingosine 1-phosphate receptor 1,HTR1A;S1PR1,None,ADRB2RL1 ADRBRL1;CHEDG1 EDG1
5423,HSP70-BAG5-PARK2 complex,Human,O60260;P08107;P34932;Q9UL15,5071;None;3308;9529,E3 ubiquitin-protein ligase parkin ;Heat shock 70 kDa protein 1;Heat shock 70 kDa protein 4 ;BAG family molecular chaperone regulator 5,PARK2;HSPA1A;HSPA4;BAG5,"The authors show that within this complex, BAG5 inhibits both parkin E3 ubiquitin ligase activity and Hsp70-mediated refolding of misfolded proteins.","PRKN;HSPA1, HSPA1B;APG2;KIAA0873"
5424,NGF-p75 complex,Human,P01138;P08138,4803;4804,Beta-nerve growth factor ;Tumor necrosis factor receptor superfamily member 16,NGF;NGFR,The complex is composed of an NGF homodimer asymmetrically bound to a single p75.,NGFB;TNFRSF16
5426,ANCO1-HDAC3  complex,Human,O15379;Q6UB99,8841;29123,Histone deacetylase 3 ;Ankyrin repeat domain-containing protein 11,HDAC3;ANKRD11,None,;ANCO1
5436,Cyclin D1-associated protein complex,Mouse,P17879;P25322;P30285;P39689,15511;12443;12567;12575,Heat shock 70 kDa protein 1B ;G1/S-specific cyclin-D1;Cyclin-dependent kinase 4 ;Cyclin-dependent kinase inhibitor 1,Hspa1b;Ccnd1;Cdk4;Cdkn1a,"Hsc70 functions in the maturation of cyclin D1, thereby facilitating the assembly of an active CyclinD1-CDK4 holoenzyme.",Hcp70.1 Hsp70-1 Hsp70a1 Hspa1;Cyl-1;Crk3;Cip1 Waf1
5439,Eya1/3-Dach1/2-Six1 complex,Mouse,P97480;P97767;Q62231;Q925Q8;Q9QYB2,14050;14048;20471;93837;13134,Eyes absent homolog 3 ;Eyes absent homolog 1 ;Homeobox protein SIX1 ;Dachshund homolog 2 ;Dachshund homolog 1,Eya3;Eya1;Six1;Dach2;Dach1,None,;;;;Dach
5441,NRG1-IKZF4 complex,Human,Q02297;Q9H2S9,3084;64375,"Pro-neuregulin-1, membrane-bound isoform ;Zinc finger protein Eos",NRG1;IKZF4,The Nrg-ICD-Eos complex induces endogenous PSD-95 expression in vivo through a signaling pathway that is mostly independent of gamma-secretase regulation. This upregulation of PSD-95 expression by the Nrg-ICD-Eos complex provides a molecular basis for activity-dependent synaptic plasticity.,GGF HGL HRGA NDF SMDF;KIAA1782 ZNFN1A4
5442,EPOR receptor complex,Human,P19235,2057,Erythropoietin receptor,EPOR,None,None
5444,CRKII-C3G complex,Human,P46108;Q13905,1398;2889,Adapter molecule crk ;Rap guanine nucleotide exchange factor 1,CRK;RAPGEF1,None,;GRF2
5446,EPO-EPOR complex,Human,P01588;P19235,2056;2057,Erythropoietin ;Erythropoietin receptor,EPO;EPOR,None,;
5447,Grin2a-Lrp8 complex,Mouse,P35436;Q924X6,14811;16975,"Glutamate receptor ionotropic, NMDA 2A ;Low-density lipoprotein receptor-related protein 8",Grin2a;Lrp8,None,;Apoer2
5448,Grin2b-Lrp8 complex,Mouse,Q01097;Q924X6,14812;16975,"Glutamate receptor ionotropic, NMDA 2B ;Low-density lipoprotein receptor-related protein 8",Grin2b;Lrp8,None,;Apoer2
5449,Splicing-associated factors complex,Human,P35659;Q15287;Q86V81;Q8IYB3;Q9Y5S9,7913;10921;10189;10250;9939,Protein DEK;RNA-binding protein with serine-rich domain 1 ;THO complex subunit 4 ;Serine/arginine repetitive matrix protein 1 ;RNA-binding protein 8A,DEK;RNPS1;ALYREF;SRRM1;RBM8A,None,;LDC2;ALY BEF THOC4;SRM160;RBM8
5450,Mediator complex,Human,A0JLT2;O43513;O60244;O60313;O75448;O75586;O95402;Q13503;Q15528;Q15648;Q6P2C8;Q71F56;Q71SY5;Q96G25;Q96HR3;Q96RN5;Q9BTT4;Q9BUE0;Q9H944;Q9NPJ6;Q9NVC6;Q9NX70;Q9P086;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y3C7,219541;9443;9282;4976;9862;10001;9441;9412;6837;5469;9442;23389;81857;112950;90390;51586;84246;54797;9477;29079;9440;55588;400569;9969;9439;10025;51003,"Mediator of RNA polymerase II transcription subunit 19 ;Mediator of RNA polymerase II transcription subunit 7 ;Mediator of RNA polymerase II transcription subunit 14 ;Dynamin-like 120 kDa protein, mitochondrial ;Mediator of RNA polymerase II transcription subunit 24 ;Mediator of RNA polymerase II transcription subunit 6 ;Mediator of RNA polymerase II transcription subunit 26 ;Mediator of RNA polymerase II transcription subunit 21 ;Mediator of RNA polymerase II transcription subunit 22 ;Mediator of RNA polymerase II transcription subunit 1 ;Mediator of RNA polymerase II transcription subunit 27 ;Mediator of RNA polymerase II transcription subunit 13-like ;Mediator of RNA polymerase II transcription subunit 25 ;Mediator of RNA polymerase II transcription subunit 8 ;Mediator of RNA polymerase II transcription subunit 30 ;Mediator of RNA polymerase II transcription subunit 15 ;Mediator of RNA polymerase II transcription subunit 10 ;Mediator of RNA polymerase II transcription subunit 18 ;Mediator of RNA polymerase II transcription subunit 20 ;Mediator of RNA polymerase II transcription subunit 4 ;Mediator of RNA polymerase II transcription subunit 17 ;Mediator of RNA polymerase II transcription subunit 29 ;Mediator of RNA polymerase II transcription subunit 11 ;Mediator of RNA polymerase II transcription subunit 13 ;Mediator of RNA polymerase II transcription subunit 23 ;Mediator of RNA polymerase II transcription subunit 16 ;Mediator of RNA polymerase II transcription subunit 31",MED19;MED7;MED14;OPA1;MED24;MED6;MED26;MED21;MED22;MED1;MED27;MED13L;MED25;MED8;MED30;MED15;MED10;MED18;MED20;MED4;MED17;MED29;MED11;MED13;MED23;MED16;MED31,None,LCMR1;ARC34 CRSP9;ARC150 CRSP2 CXorf4 DRIP150 EXLM1 RGR1 TRAP170;KIAA0567;ARC100 CRSP4 DRIP100 KIAA0130 THRAP4 TRAP100;ARC33;ARC70 CRSP7;SRB7 SURB7;SURF5;ARC205 CRSP1 CRSP200 DRIP205 DRIP230 PBP PPARBP PPARGBP RB18A TRAP220 TRIP2;CRSP34 CRSP8;KIAA1025 PROSIT240 THRAP2 TRAP240L;ACID1 ARC92 PTOV2;;THRAP6 TRAP25;ARC105 CTG7A PCQAP TIG1 TNRC7;;;TRFP;ARC36 DRIP36 VDRIP;ARC77 CRSP6 DRIP77 DRIP80 TRAP80;IXL;;ARC250 KIAA0593 THRAP1 TRAP240;ARC130 CRSP3 DRIP130 KIAA1216 SUR2;DRIP92 THRAP5;SOH1
5451,MED18-MED20-MED29 mediator subcomplex,Human,Q9BUE0;Q9H944;Q9NX70,54797;9477;55588,Mediator of RNA polymerase II transcription subunit 18 ;Mediator of RNA polymerase II transcription subunit 20 ;Mediator of RNA polymerase II transcription subunit 29,MED18;MED20;MED29,None,;TRFP;IXL
5452,Foxo4-Srf-Myocd complex,Mouse,Q8VIM5;Q9JM73;Q9WVH3,214384;20807;54601,Myocardin ;Serum response factor ;Forkhead box protein O4,Myocd;Srf;Foxo4,The authors conclude that signal-dependent interaction of Foxo4 with myocardin couples extracellular signals with the transcriptional program for SMC differentiation.,Bsac2 Mycd Srfcp;;Afx Afx1 Fkhr3 Mllt7
5459,Axin2-Ctnnb1-Apc complex,Mouse,O88566;Q02248;Q61315,12006;12387;11789,Axin-2 ;Catenin beta-1 ;Adenomatous polyposis coli protein,Axin2;Ctnnb1;Apc,The authors suggest that the assembly of a multiprotein complex by conductin controls the stability of b-catenin.,;Catnb;
5460,p50-p65 NF(kappa)B complex,Human,P19838;Q04206,4790;5970,Nuclear factor NF-kappa-B p105 subunit ;Transcription factor p65,NFKB1;RELA,None,;NFKB3
5461,p50-p65 NF(kappa)B-SRC1 complex,Human,P19838;Q04206;Q15788,4790;5970;8648,Nuclear factor NF-kappa-B p105 subunit ;Transcription factor p65 ;Nuclear receptor coactivator 1,NFKB1;RELA;NCOA1,SRC-1 potentiates NF(kappa)B transactivation.,;NFKB3;BHLHE74 SRC1
5464,I(kappa)B(alpha)-NF(kappa)Bp50-NF(kappa)Bp65 complex,Human,P19838;P25963;Q04206,4790;4792;5970,Nuclear factor NF-kappa-B p105 subunit ;NF-kappa-B inhibitor alpha ;Transcription factor p65,NFKB1;NFKBIA;RELA,I(kappa)B(alpha) inhibits DNA binding activity of NF(kappa)B heterodimer.,;IKBA MAD3 NFKBI;NFKB3
5465,IKB(epsilon)-RELA-cREL complex,Human,O00221;Q04206;Q04864,4794;5970;5966,NF-kappa-B inhibitor epsilon ;Transcription factor p65 ;Proto-oncogene c-Rel,NFKBIE;RELA;REL,IKB(epsilon) is able to inhibit NF(kappa)B-directed transactivation via cytoplasmic retention of rel proteins.,IKBE;NFKB3;
5466,IKB(beta)-RELA-cREL complex,Human,Q04206;Q04864;Q15653,5970;5966;4793,Transcription factor p65 ;Proto-oncogene c-Rel;NF-kappa-B inhibitor beta,RELA;REL;NFKBIB,None,NFKB3;;IKBB TRIP9
5467,IKB(alpha)-RELA-cREL complex,Human,P25963;Q04206;Q04864,4792;5970;5966,NF-kappa-B inhibitor alpha ;Transcription factor p65 ;Proto-oncogene c-Rel,NFKBIA;RELA;REL,None,IKBA MAD3 NFKBI;NFKB3;
5475,MURR1-NF(kappa)Bp65-IKBA complex,Human,P25963;Q04206;Q8N668,4792;5970;150684,NF-kappa-B inhibitor alpha ;Transcription factor p65 ;COMM domain-containing protein 1,NFKBIA;RELA;COMMD1,"Murr1, a gene product known previously for its involvement in copper regulation, inhibits HIV-1 growth in unstimulated CD4+ T cells. This inhibition was mediated in part through its ability to inhibit basal and cytokine-stimulated nuclear factor NF(kappa)B activity.",IKBA MAD3 NFKBI;NFKB3;C2orf5 MURR1
5493,Tmsb4x-Lims1-Ilk complex,Mouse,O55222;P20065;Q99JW4,16202;19241;110829,Integrin-linked protein kinase ;Thymosin beta-4 ;LIM and senescent cell antigen-like-containing domain protein 1,Ilk;Tmsb4x;Lims1,"The authors showed that the LIM domain protein PINCH and ILK, both of which are necessary for cell migration and survival, formed a complex with thymosin beta4 that resulted in phosphorylation of the survival kinase Akt. Treatment of adult mice with thymosin beta4 after coronary ligation resulted in increased phosphorylation of Akt in the heart, enhanced early myocyte survival and improved cardiac function.",;Ptmb4 Tmsb4;Pinch1
5495,"TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)",Human,P18074;P19447;P32780;P50613;P51946;Q13888,2068;2071;2965;1022;902;2966,TFIIH basal transcription factor complex helicase XPD subunit ;TFIIH basal transcription factor complex helicase XPB subunit ;General transcription factor IIH subunit 1 ;Cyclin-dependent kinase 7 ;Cyclin-H ;General transcription factor IIH subunit 2,ERCC2;ERCC3;GTF2H1;CDK7;CCNH;GTF2H2,None,XPD XPDC;XPB XPBC;BTF2;CAK CAK1 CDKN7 MO15 STK1;;BTF2P44
5497,"Thyroglobulin folding complex (Tg, Hspa5, Pdi, Erp29, Grp94)",Rat,P06761;P06882;P20717;P52555;Q0R337,25617;24826;29511;117030;362862,78 kDa glucose-regulated protein ;Thyroglobulin ;Protein-arginine deiminase type-2 ;Endoplasmic reticulum resident protein 29 ;Glucose-regulated protein 94,Hspa5;Tg;Padi2;Erp29;Grp94,None,Grp78;;Pad2 Pdi Pdi2;;
5498,ILK-PARVB-ARHGEF6 complex,Human,Q13418;Q15052;Q9HBI1,3611;9459;29780,Integrin-linked protein kinase ;Rho guanine nucleotide exchange factor 6 ;Beta-parvin,ILK;ARHGEF6;PARVB,"The results suggest that activation of alpha-PIX is dependent on ILK binding to beta-parvin, an event that depends upon ILK activity.",ILK1 ILK2;COOL2 KIAA0006 PIXA;
